record_date,record_month,power_station_code,gc,gc_unit,gc_avg,gc_unit_city_avg,gc_unit_weather_avg,gc_unit_weather_city_avg,weather,weather_mapping,max_temp,min_temp,daylength,power_station_name,install_date,install_month,city,provider,size,electricity_price,power_money,dt
2018-01-02,2018-01,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,8,-1,9.82,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-03,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,3,-1,9.83,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-04,2018-01,baijianhua,0.0,0.0,3.43,3.44,1.06,0.75,小雪,雪,1,-3,9.83,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-05,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,3,-2,9.85,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-06,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,4,-1,9.87,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-07,2018-01,baijianhua,0.0,0.0,3.43,3.44,1.06,0.75,中雪,雪,4,-1,9.88,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-08,2018-01,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,4,-4,9.9,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-09,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,4,-6,9.92,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-10,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,1,-7,9.93,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-11,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,-1,-8,9.95,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-12,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,2,-8,9.97,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-13,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,6,-5,9.98,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-14,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,8,-2,10.0,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-15,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,8,2,10.02,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-16,2018-01,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,6,-1,10.05,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-17,2018-01,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,8,0,10.07,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-18,2018-01,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,6,1,10.08,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-19,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,9,0,10.12,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-20,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,7,3,10.13,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-21,2018-01,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,7,0,10.15,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-22,2018-01,baijianhua,0.0,0.0,3.43,3.44,1.06,0.75,雨夹雪,雪,6,-5,10.18,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-23,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,0,-7,10.2,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-24,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,-1,-4,10.23,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-25,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,-2,-7,10.27,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-26,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,-2,-7,10.28,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-27,2018-01,baijianhua,0.0,0.0,3.43,3.44,1.06,0.75,小雪,雪,-2,-7,10.32,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-28,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,1,-8,10.35,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-29,2018-01,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,2,-6,10.37,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-30,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,4,-4,10.4,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-01-31,2018-01,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,4,-5,10.43,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-01,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,5,-4,10.45,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-02,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,3,-9,10.48,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-03,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,0,-9,10.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-04,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,3,-7,10.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-05,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,2,-10,10.58,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-06,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,0,-9,10.62,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-07,2018-02,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,6,-5,10.65,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-08,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,3,-4,10.68,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-09,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,6,-2,10.72,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-10,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,3,-5,10.75,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-11,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,4,-5,10.78,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-12,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,5,-3,10.82,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-13,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,10,0,10.85,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-14,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,9,-1,10.88,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-15,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,4,-1,10.92,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-16,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,5,-3,10.95,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-17,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,6,1,10.98,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-18,2018-02,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,6,2,11.02,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-19,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,6,0,11.05,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-20,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,7,1,11.08,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-21,2018-02,baijianhua,0.0,0.0,3.43,3.44,1.06,0.75,雨夹雪,雪,5,0,11.12,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-22,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,13,-1,11.15,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-23,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,13,2,11.2,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-24,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,5,0,11.23,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-25,2018-02,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,6,0,11.27,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-26,2018-02,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,11,3,11.3,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-27,2018-02,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,9,5,11.33,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-02-28,2018-02,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,12,3,11.37,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-01,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,6,1,11.42,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-02,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,8,3,11.45,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-03,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,13,6,11.48,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-04,2018-03,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,中雨,雨,8,2,11.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-05,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,10,1,11.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-06,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,6,1,11.6,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-07,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,6,2,11.63,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-08,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,6,-3,11.67,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-09,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,6,1,11.7,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-10,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,13,4,11.75,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-11,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,12,4,11.78,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-12,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,11,7,11.82,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-13,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,19,9,11.85,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-14,2018-03,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,15,5,11.9,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-15,2018-03,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,15,0,11.93,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-16,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,8,1,11.97,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-17,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,8,4,12.0,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-18,2018-03,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,8,5,12.05,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-19,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,11,4,12.08,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-20,2018-03,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,6,2,12.12,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-21,2018-03,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,9,0,12.15,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-22,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,10,4,12.2,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-23,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,14,6,12.23,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-24,2018-03,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,阵雨,雨,13,6,12.27,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-25,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,15,7,12.3,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-26,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,18,10,12.35,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-27,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,21,12,12.38,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-28,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,24,10,12.42,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-29,2018-03,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,15,7,12.45,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-30,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,14,7,12.5,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-03-31,2018-03,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,17,9,12.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-01,2018-04,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,雾,阴,16,10,12.57,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-02,2018-04,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,16,12,12.6,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-03,2018-04,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,15,7,12.63,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-04,2018-04,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,12,6,12.68,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-05,2018-04,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,9,4,12.72,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-06,2018-04,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,14,4,12.75,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-07,2018-04,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,12,6,12.78,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-08,2018-04,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,21,6,12.82,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2018-04-09,2018-04,baijianhua,449.3,3.73,3.43,3.44,4.49,4.58,晴,晴,15,10,12.87,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,381.91,2021-09-01
2018-04-10,2018-04,baijianhua,435.9,3.62,3.43,3.44,3.68,3.78,多云,多云,28,11,12.9,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,370.52,2021-09-01
2018-04-11,2018-04,baijianhua,601.4,5.0,3.43,3.44,3.68,3.78,多云,多云,20,10,12.93,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,511.19,2021-09-01
2018-04-12,2018-04,baijianhua,174.2,1.45,3.43,3.44,3.68,3.78,多云,多云,14,9,12.97,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,148.07,2021-09-01
2018-04-13,2018-04,baijianhua,160.1,1.33,3.43,3.44,2.23,2.27,小雨,雨,12,7,13.0,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,136.08,2021-09-01
2018-04-14,2018-04,baijianhua,576.6,4.79,3.43,3.44,3.68,3.78,多云,多云,15,7,13.03,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,490.11,2021-09-01
2018-04-15,2018-04,baijianhua,712.6,5.92,3.43,3.44,3.68,3.78,多云,多云,15,7,13.07,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,605.71,2021-09-01
2018-04-16,2018-04,baijianhua,674.0,5.6,3.43,3.44,4.49,4.58,晴,晴,14,8,13.12,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,572.9,2021-09-01
2018-04-17,2018-04,baijianhua,678.3,5.63,3.43,3.44,3.68,3.78,多云,多云,16,9,13.15,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,576.56,2021-09-01
2018-04-18,2018-04,baijianhua,643.9,5.35,3.43,3.44,4.49,4.58,晴,晴,17,11,13.18,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,547.31,2021-09-01
2018-04-19,2018-04,baijianhua,582.5,4.84,3.43,3.44,4.49,4.58,晴,晴,19,10,13.22,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,495.13,2021-09-01
2018-04-20,2018-04,baijianhua,651.2,5.41,3.43,3.44,4.49,4.58,晴,晴,15,10,13.25,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,553.52,2021-09-01
2018-04-21,2018-04,baijianhua,401.3,3.33,3.43,3.44,2.23,2.27,小雨,雨,13,12,13.28,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,341.11,2021-09-01
2018-04-22,2018-04,baijianhua,90.0,0.75,3.43,3.44,2.23,2.27,中雨,雨,15,11,13.32,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,76.5,2021-09-01
2018-04-23,2018-04,baijianhua,214.0,1.78,3.43,3.44,3.68,3.78,多云,多云,17,9,13.35,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,181.9,2021-09-01
2018-04-24,2018-04,baijianhua,744.1,6.18,3.43,3.44,3.68,3.78,多云,多云,17,9,13.38,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,632.49,2021-09-01
2018-04-25,2018-04,baijianhua,644.6,5.35,3.43,3.44,3.68,3.78,多云,多云,21,12,13.42,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,547.91,2021-09-01
2018-04-26,2018-04,baijianhua,611.3,5.08,3.43,3.44,3.68,3.78,多云,多云,22,12,13.45,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,519.6,2021-09-01
2018-04-27,2018-04,baijianhua,717.4,5.96,3.43,3.44,4.49,4.58,晴,晴,22,12,13.48,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,609.79,2021-09-01
2018-04-28,2018-04,baijianhua,613.9,5.1,3.43,3.44,3.68,3.78,多云,多云,22,14,13.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,521.81,2021-09-01
2018-04-29,2018-04,baijianhua,461.4,3.83,3.43,3.44,3.68,3.78,多云,多云,23,16,13.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,392.19,2021-09-01
2018-04-30,2018-04,baijianhua,527.0,4.38,3.43,3.44,3.68,3.78,多云,多云,21,14,13.58,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,447.95,2021-09-01
2018-05-01,2018-05,baijianhua,119.1,0.99,3.43,3.44,2.23,2.27,雷阵雨,雨,17,14,13.62,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,101.24,2021-09-01
2018-05-02,2018-05,baijianhua,615.2,5.11,3.43,3.44,3.68,3.78,多云,多云,21,12,13.65,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,522.92,2021-09-01
2018-05-03,2018-05,baijianhua,735.8,6.11,3.43,3.44,4.49,4.58,晴,晴,22,11,13.68,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,625.43,2021-09-01
2018-05-04,2018-05,baijianhua,678.9,5.64,3.43,3.44,4.49,4.58,晴,晴,27,15,13.7,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,577.06,2021-09-01
2018-05-05,2018-05,baijianhua,124.9,1.04,3.43,3.44,2.23,2.27,雷阵雨,雨,22,14,13.73,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,106.17,2021-09-01
2018-05-06,2018-05,baijianhua,285.6,2.37,3.43,3.44,2.73,2.97,阴,阴,20,13,13.77,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,242.76,2021-09-01
2018-05-07,2018-05,baijianhua,583.0,4.84,3.43,3.44,3.68,3.78,多云,多云,21,13,13.8,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,495.55,2021-09-01
