record_date,record_month,power_station_code,gc,gc_unit,gc_avg,gc_unit_city_avg,gc_unit_weather_avg,gc_unit_weather_city_avg,weather,weather_mapping,max_temp,min_temp,daylength,power_station_name,install_date,install_month,city,provider,size,electricity_price,power_money,dt
2020-05-14,2020-05,baijianhua,74.5,0.62,3.43,3.44,2.23,2.27,小雨,雨,18,14,14.02,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,63.32,2021-09-01
2020-05-15,2020-05,baijianhua,528.3,4.39,3.43,3.44,3.68,3.78,多云,多云,24,17,14.03,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,449.05,2021-09-01
2020-05-16,2020-05,baijianhua,492.9,4.09,3.43,3.44,2.73,2.97,阴,阴,27,17,14.07,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,418.97,2021-09-01
2020-05-17,2020-05,baijianhua,594.9,4.94,3.43,3.44,2.23,2.27,小雨,雨,24,13,14.08,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,505.66,2021-09-01
2020-05-18,2020-05,baijianhua,674.4,5.6,3.43,3.44,3.68,3.78,多云,多云,22,14,14.12,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,573.24,2021-09-01
2020-05-19,2020-05,baijianhua,706.6,5.87,3.43,3.44,4.49,4.58,晴,晴,26,14,14.13,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,600.61,2021-09-01
2020-05-20,2020-05,baijianhua,661.4,5.49,3.43,3.44,4.49,4.58,晴,晴,24,15,14.15,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,562.19,2021-09-01
2020-05-21,2020-05,baijianhua,633.2,5.26,3.43,3.44,3.68,3.78,多云,多云,23,17,14.18,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,538.22,2021-09-01
2020-05-22,2020-05,baijianhua,539.7,4.48,3.43,3.44,4.49,4.58,晴,晴,26,18,14.2,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,458.75,2021-09-01
2020-05-23,2020-05,baijianhua,443.9,3.69,3.43,3.44,2.23,2.27,小雨,雨,27,15,14.22,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,377.32,2021-09-01
2020-05-24,2020-05,baijianhua,524.6,4.36,3.43,3.44,2.73,2.97,阴,阴,23,18,14.25,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,445.91,2021-09-01
2020-05-25,2020-05,baijianhua,524.2,4.35,3.43,3.44,3.68,3.78,多云,多云,27,18,14.27,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,445.57,2021-09-01
2020-05-26,2020-05,baijianhua,521.7,4.33,3.43,3.44,2.23,2.27,小雨,雨,25,15,14.28,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,443.45,2021-09-01
2020-05-27,2020-05,baijianhua,602.3,5.0,3.43,3.44,2.23,2.27,小雨,雨,24,17,14.3,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,511.95,2021-09-01
2020-05-28,2020-05,baijianhua,657.6,5.46,3.43,3.44,3.68,3.78,多云,多云,25,17,14.32,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,558.96,2021-09-01
2020-05-29,2020-05,baijianhua,388.2,3.22,3.43,3.44,2.73,2.97,阴,阴,27,19,14.33,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,329.97,2021-09-01
2020-05-30,2020-05,baijianhua,150.1,1.25,3.43,3.44,2.23,2.27,小雨,雨,21,17,14.37,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,127.59,2021-09-01
2020-05-31,2020-05,baijianhua,496.1,4.12,3.43,3.44,2.73,2.97,阴,阴,24,18,14.37,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,421.69,2021-09-01
2020-06-01,2020-06,baijianhua,535.5,4.45,3.43,3.44,3.68,3.78,多云,多云,24,22,14.38,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,455.18,2021-09-01
2020-06-02,2020-06,baijianhua,527.0,4.38,3.43,3.44,3.68,3.78,多云,多云,32,19,14.4,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,447.95,2021-09-01
2020-06-03,2020-06,baijianhua,632.4,5.25,3.43,3.44,4.49,4.58,晴,晴,30,20,14.42,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,537.54,2021-09-01
2020-06-04,2020-06,baijianhua,579.9,4.82,3.43,3.44,3.68,3.78,多云,多云,33,20,14.43,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,492.91,2021-09-01
2020-06-05,2020-06,baijianhua,413.9,3.44,3.43,3.44,3.68,3.78,多云,多云,24,19,14.45,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,351.82,2021-09-01
2020-06-06,2020-06,baijianhua,519.4,4.31,3.43,3.44,3.68,3.78,多云,多云,23,20,14.47,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,441.49,2021-09-01
2020-06-07,2020-06,baijianhua,513.6,4.27,3.43,3.44,4.49,4.58,晴,晴,29,20,14.47,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,436.56,2021-09-01
2020-06-08,2020-06,baijianhua,583.1,4.84,3.43,3.44,3.68,3.78,多云,多云,25,19,14.48,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,495.64,2021-09-01
2020-06-09,2020-06,baijianhua,157.8,1.31,3.43,3.44,2.23,2.27,小雨,雨,23,20,14.48,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,134.13,2021-09-01
2020-06-10,2020-06,baijianhua,431.3,3.58,3.43,3.44,2.23,2.27,小雨,雨,25,20,14.5,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,366.61,2021-09-01
2020-06-11,2020-06,baijianhua,598.2,4.97,3.43,3.44,3.68,3.78,多云,多云,25,20,14.5,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,508.47,2021-09-01
2020-06-12,2020-06,baijianhua,197.0,1.64,3.43,3.44,2.23,2.27,中雨,雨,22,19,14.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,167.45,2021-09-01
2020-06-13,2020-06,baijianhua,202.8,1.68,3.43,3.44,2.23,2.27,小雨,雨,23,20,14.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,172.38,2021-09-01
2020-06-14,2020-06,baijianhua,556.1,4.62,3.43,3.44,3.68,3.78,多云,多云,30,21,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,472.69,2021-09-01
2020-06-15,2020-06,baijianhua,509.6,4.23,3.43,3.44,2.73,2.97,阴,阴,28,22,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,433.16,2021-09-01
2020-06-16,2020-06,baijianhua,126.6,1.05,3.43,3.44,2.23,2.27,小雨,雨,25,20,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,107.61,2021-09-01
2020-06-17,2020-06,baijianhua,126.8,1.05,3.43,3.44,2.23,2.27,中雨,雨,21,17,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,107.78,2021-09-01
2020-06-18,2020-06,baijianhua,76.5,0.64,3.43,3.44,2.73,2.97,阴,阴,22,18,14.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,65.02,2021-09-01
2020-06-19,2020-06,baijianhua,441.5,3.67,3.43,3.44,3.68,3.78,多云,多云,27,21,14.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,375.28,2021-09-01
2020-06-20,2020-06,baijianhua,556.4,4.62,3.43,3.44,3.68,3.78,多云,多云,26,20,14.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,472.94,2021-09-01
2020-06-21,2020-06,baijianhua,551.4,4.58,3.43,3.44,4.49,4.58,晴,晴,24,20,14.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,468.69,2021-09-01
2020-06-22,2020-06,baijianhua,379.7,3.15,3.43,3.44,2.23,2.27,小雨,雨,23,21,14.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,322.75,2021-09-01
2020-06-23,2020-06,baijianhua,87.8,0.73,3.43,3.44,2.23,2.27,小雨,雨,23,21,14.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,74.63,2021-09-01
2020-06-24,2020-06,baijianhua,414.5,3.44,3.43,3.44,3.68,3.78,多云,多云,26,18,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,352.33,2021-09-01
2020-06-25,2020-06,baijianhua,514.2,4.27,3.43,3.44,4.49,4.58,晴,晴,26,22,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,437.07,2021-09-01
2020-06-26,2020-06,baijianhua,369.4,3.07,3.43,3.44,2.73,2.97,阴,阴,27,22,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,313.99,2021-09-01
2020-06-27,2020-06,baijianhua,525.0,4.36,3.43,3.44,3.68,3.78,多云,多云,26,22,14.53,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,446.25,2021-09-01
2020-06-28,2020-06,baijianhua,587.0,4.88,3.43,3.44,3.68,3.78,多云,多云,24,21,14.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,498.95,2021-09-01
2020-06-29,2020-06,baijianhua,344.9,2.86,3.43,3.44,2.23,2.27,中雨,雨,25,19,14.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,293.16,2021-09-01
2020-06-30,2020-06,baijianhua,390.9,3.25,3.43,3.44,2.23,2.27,小雨,雨,23,18,14.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,332.27,2021-09-01
2020-07-01,2020-07,baijianhua,613.8,5.1,3.43,3.44,3.68,3.78,多云,多云,28,21,14.5,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,521.73,2021-09-01
2020-07-02,2020-07,baijianhua,379.2,3.15,3.43,3.44,2.73,2.97,阴,阴,25,20,14.5,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,322.32,2021-09-01
2020-07-03,2020-07,baijianhua,172.0,1.43,3.43,3.44,3.68,3.78,多云,多云,23,20,14.48,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,146.2,2021-09-01
2020-07-04,2020-07,baijianhua,394.5,3.28,3.43,3.44,3.68,3.78,多云,多云,24,21,14.47,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,335.33,2021-09-01
2020-07-05,2020-07,baijianhua,385.3,3.2,3.43,3.44,2.23,2.27,小雨,雨,26,22,14.47,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,327.51,2021-09-01
2020-07-06,2020-07,baijianhua,333.4,2.77,3.43,3.44,2.23,2.27,雷阵雨,雨,28,22,14.45,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,283.39,2021-09-01
2020-07-07,2020-07,baijianhua,644.4,5.35,3.43,3.44,4.49,4.58,晴,晴,29,22,14.43,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,547.74,2021-09-01
2020-07-08,2020-07,baijianhua,570.0,4.73,3.43,3.44,2.73,2.97,阴,阴,26,21,14.42,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,484.5,2021-09-01
2020-07-09,2020-07,baijianhua,409.4,3.4,3.43,3.44,2.73,2.97,阴,阴,25,21,14.42,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,347.99,2021-09-01
2020-07-10,2020-07,baijianhua,568.3,4.72,3.43,3.44,3.68,3.78,多云,多云,27,21,14.4,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,483.05,2021-09-01
2020-07-11,2020-07,baijianhua,347.1,2.88,3.43,3.44,2.23,2.27,小雨,雨,25,21,14.38,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,295.04,2021-09-01
2020-07-12,2020-07,baijianhua,107.2,0.89,3.43,3.44,2.23,2.27,大雨,雨,23,20,14.37,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,91.12,2021-09-01
2020-07-13,2020-07,baijianhua,304.8,2.53,3.43,3.44,2.73,2.97,阴,阴,27,20,14.35,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,259.08,2021-09-01
2020-07-14,2020-07,baijianhua,376.2,3.12,3.43,3.44,2.73,2.97,阴,阴,26,21,14.33,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,319.77,2021-09-01
2020-07-15,2020-07,baijianhua,544.5,4.52,3.43,3.44,2.23,2.27,小雨,雨,28,22,14.32,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,462.83,2021-09-01
2020-07-16,2020-07,baijianhua,554.9,4.61,3.43,3.44,4.49,4.58,晴,晴,27,21,14.28,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,471.66,2021-09-01
2020-07-17,2020-07,baijianhua,271.9,2.26,3.43,3.44,2.73,2.97,阴,阴,25,21,14.27,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,231.11,2021-09-01
2020-07-18,2020-07,baijianhua,135.0,1.12,3.43,3.44,2.23,2.27,小雨,雨,24,20,14.25,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,114.75,2021-09-01
2020-07-19,2020-07,baijianhua,153.9,1.28,3.43,3.44,2.23,2.27,中雨,雨,24,21,14.23,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,130.82,2021-09-01
2020-07-20,2020-07,baijianhua,635.1,5.27,3.43,3.44,4.49,4.58,晴,晴,28,21,14.2,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,539.84,2021-09-01
2020-07-21,2020-07,baijianhua,275.2,2.29,3.43,3.44,2.73,2.97,阴,阴,27,23,14.18,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,233.92,2021-09-01
2020-07-22,2020-07,baijianhua,35.2,0.29,3.43,3.44,2.23,2.27,大雨,雨,24,20,14.17,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,29.92,2021-09-01
2020-07-23,2020-07,baijianhua,295.8,2.46,3.43,3.44,3.68,3.78,多云,多云,28,21,14.13,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,251.43,2021-09-01
2020-07-24,2020-07,baijianhua,347.8,2.89,3.43,3.44,4.49,4.58,晴,晴,30,21,14.12,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,295.63,2021-09-01
2020-07-25,2020-07,baijianhua,303.4,2.52,3.43,3.44,2.73,2.97,阴,阴,28,22,14.1,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,257.89,2021-09-01
2020-07-26,2020-07,baijianhua,6.3,0.05,3.43,3.44,2.23,2.27,小雨,雨,26,21,14.07,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,5.35,2021-09-01
2020-07-27,2020-07,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,25,21,14.05,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-07-28,2020-07,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,25,22,14.02,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-07-29,2020-07,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,26,22,13.98,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-07-30,2020-07,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,26,23,13.97,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-07-31,2020-07,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,中雨,雨,27,24,13.93,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-01,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,30,25,13.92,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-02,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,29,26,13.88,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-03,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,30,26,13.85,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-04,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,雷阵雨,雨,28,25,13.82,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-05,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,雷阵雨,雨,30,25,13.8,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-06,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,28,25,13.77,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-07,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,中雨,雨,27,24,13.73,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-08,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,27,24,13.7,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-09,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,27,24,13.67,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-10,2020-08,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,30,24,13.65,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-11,2020-08,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,30,25,13.62,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-12,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,中雨,雨,29,25,13.58,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-13,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,32,24,13.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-14,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,31,24,13.52,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-15,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,33,23,13.48,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-16,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,34,28,13.45,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-17,2020-08,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,32,28,13.42,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-18,2020-08,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,32,27,13.38,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-19,2020-08,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,30,27,13.35,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-20,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,27,27,13.32,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-21,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,中雨,雨,24,25,13.28,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-22,2020-08,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,27,23,13.25,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-23,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,雷阵雨,雨,28,25,13.22,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-24,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,30,24,13.18,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-25,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,27,24,13.15,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-26,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,中雨,雨,26,23,13.12,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-27,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,26,22,13.08,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-28,2020-08,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,28,22,13.05,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-29,2020-08,baijianhua,0.0,0.0,3.43,3.44,4.49,4.58,晴,晴,29,23,13.02,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-30,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,28,24,12.97,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-08-31,2020-08,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,30,24,12.93,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-01,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,雷阵雨,雨,29,23,12.9,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-02,2020-09,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,29,20,12.87,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-03,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,27,18,12.83,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-04,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,27,20,12.8,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-05,2020-09,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,30,22,12.77,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-06,2020-09,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,32,21,12.72,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-07,2020-09,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,30,21,12.68,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-08,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,27,21,12.65,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-09,2020-09,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,28,21,12.62,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-10,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,28,20,12.58,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-11,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,26,19,12.55,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-12,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,25,20,12.5,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-13,2020-09,baijianhua,0.0,0.0,3.43,3.44,3.68,3.78,多云,多云,26,19,12.47,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-14,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,24,21,12.43,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-15,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.23,2.27,小雨,雨,25,20,12.4,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
2020-09-16,2020-09,baijianhua,0.0,0.0,3.43,3.44,2.73,2.97,阴,阴,29,19,12.37,白建华120.4kW光伏电站,2017-12-26,2017-12,日照,协鑫,120.4,0.85,0.0,2021-09-01
